Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Cluster,GeneSet
prerank,GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS,-0.6011183513326368,-1.8107933777216592,0.0,0.0328141130533102,0.45,25/130,7.36%,TOP2A;RAD21;SYCP2;MAPK15;NDC1;CCNB2;RNF212;CDC20;CDC25A;PTTG1;NDC80;HORMAD1;RAD51AP1;ZWINT;PLK1;TRIP13;CCNE2;TOP2B;MSH6;RAD54L;UBB;PKMYT1;CKS2;CENPX;AURKA,1,GO_BP
prerank,GOBP_MATURATION_OF_SSU_RRNA,-0.6559357892073772,-1.8082098474002293,0.0,0.0359392666774349,0.49,18/46,18.11%,RPP40;RIOK2;NOL7;SNU13;UTP23;GTF2H5;DCAF13;NOP14;RCL1;RIOK1;RRP36;WDR43;TSR3;DDX52;BYSL;IMP3;RIOK3;LSM6,1,GO_BP
prerank,GOBP_POSITIVE_REGULATION_OF_EXOSOMAL_SECRETION,-0.8114087956626688,-1.8033481116157848,0.0,0.0388144080116297,0.56,3/15,13.09%,SDC1;SDC4;RAB7A,1,GO_BP
prerank,GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION,-0.7597953513100352,-1.8032381079571076,0.0,0.0373215461650286,0.56,11/24,8.27%,LAMP2;SNAPIN;PPT1;ATP6V0C;LAMP1;ATP6V1A;ATP6AP2;CREG1;ATP6AP1;ATP6V1D;ATP6V0B,1,GO_BP
prerank,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,-0.6016247142629962,-1.79207565821979,0.0,0.0447244207541413,0.64,23/74,16.09%,PRKDC;RPP40;RIOK2;NOL7;PNO1;SNU13;UTP23;GTF2H5;UTP11;DCAF13;NOP14;RCL1;SURF6;RIOK1;RRP36;RRP7A;WDR43;TSR3;MCAT;DDX52;BYSL;DNTTIP2;IMP3,1,GO_BP
prerank,GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE,-0.6109039028529277,-1.7917476562267385,0.0,0.0431271200129219,0.64,15/60,11.65%,SYCP2;NDC1;SMC4;RNF212;HORMAD1;TRIP13;CCNE2;NCAPD3;SMC2;RAD51;NCAPH;CCNE1;MND1;PSMC3IP;BRIP1,1,GO_BP
prerank,GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION,-0.753155102122826,-1.7846669722997772,0.0,0.0457296186343914,0.68,18/32,13.14%,MAPK15;SMC4;DLGAP5;UBE2C;CDC20;PLSCR1;AURKB;NCAPD3;SKA1;SMC2;MAD2L1BP;CDC16;INCENP;NCAPH;NCAPG;NSMCE2;SKA3;ANAPC11,1,GO_BP
prerank,GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.8477596163511443,1.783372323619884,0.0,0.2063230310996418,0.28,16/57,6.83%,APOD;LRP1;NR4A3;PDGFD;CSRNP1;ABL1;PDGFRL;ADIPOQ;PDGFRB;SNCA;TXNIP;ARID5B;PDGFRA;PTPN2;STON1;IL1R1,1,GO_BP
prerank,GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,-0.6945548641933297,-1.7723347545167112,0.0,0.0503149733484089,0.73,6/29,6.94%,CDK1;CCNB1;CDC25A;RRM2B;ATAD5;RAB11A,1,GO_BP
prerank,GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION,-0.6719332918717863,-1.7574085921115747,0.0,0.060169288405125,0.76,13/40,8.29%,TOP2A;SYCP2;CCNB2;TTK;NDC80;PLK1;TRIP13;UBB;HSF1;SKA1;WASHC5;AURKA;DCAF13,1,GO_BP
prerank,GOBP_ORGANELLE_INHERITANCE,-0.8163751047033745,-1.751755729679574,0.0,0.0606475125181715,0.77,5/16,3.25%,CDK1;YWHAZ;PDCD10;MAP2K1;PLK1,1,GO_BP
prerank,GOBP_EPITHELIAL_CELL_CELL_ADHESION,-0.7818991749728277,-1.750841614720647,0.0,0.0604433121393224,0.78,3/18,2.17%,DSP;VCL;PKP3,1,GO_BP
prerank,GOBP_DESMOSOME_ORGANIZATION,-0.8754912834633086,-1.7498338032792804,0.0333333333333333,0.0602511235474645,0.79,6/15,3.10%,DSG2;DSP;PERP;CDH1;PKP3;NECTIN1,1,GO_BP
prerank,GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,0.7967258540693466,1.734836525320605,0.0,0.442120780927804,0.6,18/100,5.44%,TAC1;PLTP;CD36;ABCA8;LRP1;LPL;GAL;PPARG;C3;ADIPOQ;PLIN5;DAB2;PTGES;ACACB;EEPD1;ABCA1;CYP19A1;CAV1,1,GO_BP
prerank,GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,0.8036742985114242,1.7343579305319734,0.0,0.338959265377983,0.6,7/48,3.97%,TAC1;FGF7;FGF10;ENPP2;TGFBR2;DOCK1;HBEGF,1,GO_BP
prerank,GOBP_MYOBLAST_PROLIFERATION,0.9220028590349216,1.7248881042001776,0.0,0.3242219060137229,0.65,6/24,2.96%,FGF7;IGF1;FOS;ABL1;MEIS2;GATA6,1,GO_BP
prerank,GOBP_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION,-0.7732202255085237,-1.7207482257884696,0.0357142857142857,0.0865622908830791,0.85,8/17,6.30%,MAPK15;CCNB2;CDC20;TTK;CDC25A;NDC80;ZWINT;PKMYT1,1,GO_BP
prerank,GOBP_OVULATION_CYCLE,0.8086615224760609,1.7203994051749825,0.0,0.2914722185375892,0.7,21/67,7.56%,EGR1;SLIT3;ADAMTS1;MMP2;TNFAIP6;SERPINF1;NR5A2;NPPC;SLIT2;PTX3;AXL;PDGFRA;PTN;EREG;HAS2;MMP19;STAT5B;NCOR2;NOS3;TGFB3;AFP,1,GO_BP
prerank,GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS,0.81082849018242,1.7166309168630236,0.0,0.2652724685566823,0.71,21/72,7.49%,TNXB;NR4A1;DCN;VEGFD;EMILIN1;SMOC2;ADGRA2;GAS1;EGR3;PDGFRB;NR2F2;RAMP2;VCAM1;PRKD1;SPRY2;PDGFRA;DLL4;DLL1;CD63;FLT4;ITGA5,1,GO_BP
prerank,GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,0.7848296933815412,1.7162653168001674,0.0,0.2333415232674521,0.71,30/137,6.66%,APOD;OGN;ADAMTS1;NPR1;MMP2;NR4A3;PDGFD;IGF1;PPARG;ADIPOQ;IL6;CDKN1A;S1PR1;KLF4;PDGFRB;NPPC;THBS1;ELANE;HMOX1;PPARGC1A;CALCRL;TCF7L2;HBEGF;SERPINF2;EREG;FOXP1;DDIT3;RGS5;NOS3;TGFB3,1,GO_BP
prerank,GOBP_REGULATION_OF_SENSORY_PERCEPTION,0.8815084039177811,1.7158353200353202,0.0131578947368421,0.2106896560964596,0.71,1/21,0.02%,TAC1,1,GO_BP
prerank,GOBP_REGULATION_OF_LIPID_STORAGE,0.8183796290090305,1.715748765941318,0.0,0.1915856717353817,0.71,13/47,6.46%,CD36;LPL;PPARG;C3;IL6;MEST;PLIN5;CLSTN3;PNPLA2;ACACB;ABCA1;PTPN2;PLIN2,1,GO_BP
prerank,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,0.7977532006822037,1.7143012969290348,0.0,0.1795278322555325,0.71,24/106,5.44%,DCN;CHRDL1;TNFAIP6;SPRY1;EMILIN1;BMPER;FBN1;ABL1;PPARG;HTRA1;ADGRA2;CHRD;NBL1;THBS1;SLIT2;FSTL3;MMRN1;NR2F2;SFRP2;NGFR;MMRN2;SPRY2;SPRY4;CAV1,1,GO_BP
prerank,GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,0.8462283983535615,1.7118009854357557,0.0119047619047619,0.1735733436235082,0.72,9/50,2.59%,APOD;OGN;NPR1;PPARG;ADIPOQ;CDKN1A;KLF4;HMOX1;PPARGC1A,1,GO_BP
prerank,GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE,-0.6485364819544356,-1.710575788073321,0.0,0.0940410811392882,0.85,14/58,5.31%,CXCL10;MX1;EIF2AK2;OAS2;IFIT1;USP18;SMARCA5;OAS1;TNF;NCK1;PRKRA;OTUD4;OAS3;IFIT2,1,GO_BP
prerank,GOBP_COMPLEMENT_ACTIVATION,0.8141988113456279,1.7101832093144975,0.0,0.1632445960348814,0.72,15/54,5.63%,CFD;C7;CR1;C1R;C3;VSIG4;C1S;CFH;CLU;C1QA;CFI;C1QC;C1RL;SERPING1;C1QB,1,GO_BP
prerank,GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE,0.8893940535260509,1.7052641324835,0.0,0.1649180690762443,0.76,6/20,6.46%,CD36;LPL;C3;PLIN5;ACACB;PLIN2,1,GO_BP
prerank,GOBP_INTESTINAL_LIPID_ABSORPTION,0.9066965890581934,1.703568739425807,0.0,0.1644034311301908,0.8,5/23,2.95%,CD36;LIMA1;CLDN15;LDLR;UGCG,1,GO_BP
prerank,GOBP_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS,0.8643649617235573,1.700194481599758,0.0,0.1682515194086365,0.8,5/29,3.13%,TAC1;CXCL12;ADRA2A;SCN9A;NTRK1,1,GO_BP
prerank,GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.8401919979563557,1.696740580436208,0.0129870129870129,0.1733806984030604,0.81,10/31,7.82%,APOD;DLC1;PTPN13;THBS1;ARHGAP6;CLSTN3;FAM107A;ACVRL1;DUSP22;PHLDB2,1,GO_BP
prerank,GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.8278939553907882,1.6958191712277255,0.0,0.1670234061282814,0.82,4/35,3.33%,APOD;ZFP36;HMOX1;SIRPA,1,GO_BP
prerank,GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,-0.6519184470871345,-1.6950808298560902,0.0,0.1101489957086791,0.9,14/45,14.52%,CDK1;RCC1;CHMP5;PLK1;REEP3;CHMP4C;UBE2I;BROX;CHMP2B;SPAST;EMD;ATR;UBXN2A;CHMP3,1,GO_BP
prerank,GOBP_FEMALE_SEX_DIFFERENTIATION,0.7543762697122168,1.6946198171361653,0.0,0.1613353025140056,0.82,29/123,7.64%,FST;FGF10;SLIT3;ADAMTS1;MMP2;TNFAIP6;RBP4;NR5A2;NPPC;SLIT2;PTX3;NR2F2;ADCYAP1R1;BCL2L1;BCL2;AXL;ARID5B;PDGFRA;CYP19A1;EREG;ZFPM2;DACH1;MMP19;STAT5B;NOS3;WT1;IMMP2L;AFP;KIT,1,GO_BP
prerank,GOBP_CELL_FATE_DETERMINATION,0.8725218566434952,1.6929651627505231,0.0,0.1611284623825774,0.83,9/40,6.65%,TNXB;KLF4;TBX2;PRRX1;GATA6;EBF2;MCL1;SOX17;DLL1,1,GO_BP
prerank,GOBP_MEIOTIC_SISTER_CHROMATID_COHESION,-0.7646918077777481,-1.6909245061608855,0.0357142857142857,0.112641227928487,0.9,6/17,8.70%,RAD21;BUB1;SMC3;HORMAD1;BUB1B;PPP2R5C,1,GO_BP
prerank,GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,0.8834297616070308,1.6905177957566966,0.0,0.1614091739895157,0.83,6/27,2.91%,TNXB;EMILIN1;ABL1;IL6;SMAD3;PDPN,1,GO_BP
prerank,GOBP_LIPID_DIGESTION,0.9250045972308414,1.6904977340935303,0.0,0.1540723933536286,0.83,4/20,2.87%,CD36;AQP1;LIMA1;LDLR,1,GO_BP
prerank,GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC,0.8433283916716698,1.6903399700875146,0.0,0.1473735936426013,0.83,2/34,1.46%,TAC1;STXBP1,1,GO_BP
prerank,GOBP_OVULATION_CYCLE_PROCESS,0.8251656319999496,1.689551386309689,0.0,0.1424611405211812,0.83,15/49,7.56%,SLIT3;ADAMTS1;MMP2;TNFAIP6;NR5A2;NPPC;SLIT2;PTX3;PDGFRA;EREG;MMP19;STAT5B;NOS3;TGFB3;AFP,1,GO_BP
prerank,GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,-0.5033430549998573,-1.6869909806371677,0.0,0.1144527415727545,0.9,61/233,11.72%,CDK1;RAD21;MAPK15;CCNB1;SMC4;DLGAP5;ZWILCH;ACTB;UBE2C;FEN1;MAD2L1;CDC20;NUF2;BUB1;TTK;ACTL6A;RIOK2;SMARCC1;HSP90AA1;NDC80;SMARCA5;CCT3;ZWINT;PLK1;AURKB;TRIP13;DKC1;CENPF;NAA10;NCAPD3;XRN1;SMC6;SKA1;DYNC1LI1;CCT4;SMG5;CENPE;NEK2;TACC3;ZW10;SMARCA2;SMC2;SPC25;BRD7;UCHL5;BUB1B;MAD2L1BP;CDC16;CTNNB1;INCENP;NCAPH;NCAPG;SPDL1;TP53;NSMCE2;KNL1;CCT8;RMI2;PKIB;CDC6;MAPK1,1,GO_BP
prerank,GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT,-0.6927065280282048,-1.686074626517771,0.0,0.1126696010337587,0.91,9/26,5.99%,GRHL2;KRT8;ST14;SPINT2;KRT19;MDFI;STK3;PLK4;ELF5,1,GO_BP
prerank,GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY,0.7881834540344328,1.6859017266314649,0.0104166666666666,0.1454086123940333,0.85,26/102,7.42%,FST;SFRP4;CHRDL1;TNFAIP6;GPC3;BMPER;FBN1;ABL1;PPARG;HTRA1;CDH5;CHRD;NBL1;FSTL3;SFRP2;FSTL1;RGMA;ZNF423;ENG;CCN1;CAV1;ACVRL1;SKI;KCP;GREM2;MSX1,1,GO_BP
prerank,GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,-0.6902154270731874,-1.6855505798970123,0.0,0.1109734429600797,0.91,10/30,10.51%,DEK;PRKDC;ACTR2;TOP2B;NSD2;HSF1;KMT5B;CYREN;AUNIP;SMCHD1,1,GO_BP
prerank,GOBP_DETECTION_OF_TEMPERATURE_STIMULUS,0.8822595826264678,1.6849398144162622,0.0,0.1417053785025012,0.85,5/26,3.50%,TAC1;CXCL12;SCN9A;NTRK1;NGFR,1,GO_BP
prerank,GOBP_APOPTOTIC_CELL_CLEARANCE,0.8099184071581677,1.684457255165792,0.0,0.1371848019833597,0.85,10/40,7.94%,CD36;LRP1;C3;THBS1;RARA;AXL;CCL2;C2;GAS6;SPG11,1,GO_BP
prerank,GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,0.8800177407083865,1.6841869060541272,0.0,0.1336889028043597,0.86,4/24,1.06%,TAC1;PTGS2;C3;IL6,1,GO_BP
prerank,GOBP_RESPONSE_TO_PAIN,0.8298847725774031,1.6809099309337965,0.0128205128205128,0.1358547380475474,0.88,6/33,3.13%,TAC1;RELN;EDNRB;THBS1;SCN9A;NTRK1,1,GO_BP
prerank,GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION,-0.7318845399464763,-1.679532183106101,0.0,0.1155190714631838,0.93,5/15,10.59%,LAPTM4B;CHMP5;CHMP4C;CHMP2B;LAPTM5,1,GO_BP
