Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Cluster,GeneSet
prerank,GOMF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING,0.8659545324043767,1.715469611156388,0.0,0.0963774735994549,0.28,4/29,1.50%,FGF7;FGF10;FLRT2;FGF18,1,GO_MF
prerank,GOMF_COLLAGEN_BINDING,0.8222709901391775,1.7122898940489533,0.0,0.0824811867083707,0.29,16/72,5.69%,TNXB;COL14A1;PODN;PCOLCE;CTSK;SMAD3;SPARCL1;NID1;THBS1;VWF;ECM2;MRC2;CTSL;AEBP1;COL6A2;CRTAP,1,GO_MF
prerank,GOMF_FIBRONECTIN_BINDING,0.8378234168336886,1.7106212997876695,0.0144927536231884,0.0687343222569756,0.29,10/29,3.62%,CCDC80;MMP2;TNFAIP6;FBLN1;CTSK;IGFBP6;THBS1;FSTL3;SFRP2;CTSL,1,GO_MF
prerank,GOMF_SNORNA_BINDING,-0.6574043574015066,-1.7001399715762775,0.0,0.1579501193617288,0.55,11/31,16.09%,NHP2;PRKDC;SNU13;DKC1;NOP14;SDE2;DDX21;NUDT5;NOP10;BYSL;IMP3,1,GO_MF
prerank,GOMF_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY,-0.6924248322466154,-1.68821314833025,0.0,0.1609079867655065,0.6,3/23,2.80%,SLC6A14;SLC6A8;SLC38A3,1,GO_MF
prerank,GOMF_GLYCOSAMINOGLYCAN_BINDING,0.7319995621373114,1.6741806276357996,0.0,0.1242340855700615,0.48,46/233,5.00%,TNXB;FGF7;CRISPLD2;ADAMTS15;DCN;CCDC80;FGF10;STAB1;SLIT3;LYVE1;ADAMTS1;TNFAIP6;LPL;SMOC2;PCOLCE;FBN1;PTPRS;PRELP;TGFBR3;TGFBR2;FGFR1;THBS2;CCN5;CTSG;THBS1;ECM2;NOD1;SLIT2;RSPO3;SELP;ELANE;CFH;LTBP4;SEMA5A;CCL8;VCAN;FSTL1;EGFLAM;HBEGF;CLEC3B;RSPO1;CXCL8;PTN;TENM1;ENG;CCN1,1,GO_MF
prerank,GOMF_HORMONE_RECEPTOR_BINDING,0.8358200916793844,1.67213400999695,0.0,0.1131874980644761,0.5,9/32,6.92%,FABP4;NPPC;SOCS2;NPPA;GNRH2;FYN;ADCYAP1;JAK3;UCN,1,GO_MF
prerank,GOMF_PATTERN_RECOGNITION_RECEPTOR_ACTIVITY,0.8510619615784509,1.6639579715658894,0.0,0.1165495029574804,0.53,8/44,4.77%,CD209;CD36;COLEC12;CD14;CLEC4G;NOD1;NLRP1;CLEC10A,1,GO_MF
prerank,GOMF_SINGLE_STRANDED_DNA_HELICASE_ACTIVITY,-0.7627462991418582,-1.6617312326143985,0.0263157894736842,0.1831511496419148,0.67,16/23,16.42%,MCM2;MCM4;RFC4;MCM5;DSCC1;MCM6;MCM3;WRNIP1;RAD51;MCM7;POLQ;DNA2;RFC2;PIF1;CHTF18;DHX9,1,GO_MF
prerank,GOMF_LIGAND_MODULATED_TRANSCRIPTION_FACTOR_ACTIVITY,0.8310720451609839,1.6615097802056698,0.0,0.1093772258524047,0.53,8/58,3.04%,NR4A1;NR2F1;NR4A3;NR4A2;PPARG;NR5A2;NR2F2;RARA,1,GO_MF
prerank,GOMF_CELL_CELL_ADHESION_MEDIATOR_ACTIVITY,-0.6471928346854712,-1.6539150149428683,0.0,0.1794081028909525,0.7,14/55,2.17%,EPCAM;DSG2;DSP;DSC2;CLDN3;TRIM29;S100A11;CXADR;CNN3;RAB10;ANXA2;PPP1CA;TMOD3;PKP3,1,GO_MF
prerank,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE,0.8719916939875356,1.6497757606297545,0.0,0.1295900067848908,0.65,7/20,5.09%,OGN;DCN;PODN;PRELP;PRG4;VCAN;ASPN,1,GO_MF
prerank,GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_BINDING,0.9155705819070896,1.634479095268326,0.0,0.1681002446502121,0.81,6/17,2.87%,PLTP;CD36;STAB1;COLEC12;THBS1;LDLR,1,GO_MF
prerank,GOMF_GROWTH_FACTOR_ACTIVITY,0.7185890525603059,1.625964051520345,0.0,0.1751690754508877,0.87,24/153,6.95%,OGN;FGF7;CXCL12;FGF10;VEGFD;PDGFD;IGF1;IL6;GDF15;FGF18;CLCF1;BMP1;EFEMP1;LIF;PPBP;HBEGF;CLEC11A;PTN;EREG;THPO;CSF3;TIMP1;TGFB3;NGF,1,GO_MF
prerank,GOMF_HEPARIN_BINDING,0.7279457831462981,1.6209759695494268,0.0,0.1754646363206023,0.92,36/165,5.31%,TNXB;FGF7;CRISPLD2;ADAMTS15;CCDC80;FGF10;SLIT3;ADAMTS1;LPL;SMOC2;PCOLCE;FBN1;PTPRS;PRELP;TGFBR3;FGFR1;THBS2;CCN5;CTSG;THBS1;ECM2;SLIT2;RSPO3;SELP;ELANE;CFH;CCL8;FSTL1;HBEGF;CLEC3B;RSPO1;CXCL8;PTN;TENM1;CCN1;FBLN7,1,GO_MF
prerank,GOMF_LIPID_TRANSPORTER_ACTIVITY,0.7189831618079153,1.6209429822555133,0.0,0.1637669938992288,0.92,24/175,8.44%,APOD;FABP4;PLTP;CD36;ABCA8;ABCA6;ABCA10;ABCA9;RBP4;CIDEC;ATP8B2;CIDEA;SLC27A1;ABCA1;SPNS2;OSBPL5;SLCO1C1;PRELID2;GRAMD1A;PLSCR4;STARD3;APOF;APOE;CERT1,1,GO_MF
prerank,GOMF_PEPTIDE_HORMONE_BINDING,0.7747556686842421,1.618743769224053,0.0,0.1591348982688674,0.92,16/49,11.25%,LEPR;NPR1;EDNRB;SLC40A1;GHR;ADCYAP1R1;PTH1R;RAMP2;CALCRL;MC3R;VIPR2;ECE1;AVPR1A;GALR1;RAMP1;HCRTR2,1,GO_MF
prerank,GOMF_ABC_TYPE_TRANSPORTER_ACTIVITY,0.8101204288795771,1.6066822402504664,0.0,0.1703415812455483,0.93,7/47,4.27%,ABCB5;ABCA8;ABCA6;ABCA10;ABCA9;ABCC9;ABCA1,1,GO_MF
prerank,GOMF_NEUROPEPTIDE_RECEPTOR_BINDING,0.8089890179511143,1.6063230733028315,0.0,0.1613762348642036,0.93,6/36,6.92%,TAC1;GAL;NPPA;MRAP;ADCYAP1;UCN,1,GO_MF
prerank,GOMF_CARGO_RECEPTOR_ACTIVITY,0.7856723448467795,1.6035539079958585,0.0,0.1594887935207626,0.95,16/65,4.27%,SCARA5;CD36;STAB1;COLEC12;LRP1;LYVE1;ENPP2;FOLR2;MRC1;DAB2;SCARF2;LDLR;PRG4;CD163;ACKR3;ABCA1,1,GO_MF
prerank,GOMF_SULFUR_COMPOUND_BINDING,0.703663214452411,1.6004583701786064,0.0,0.1591348982688674,0.96,45/260,5.31%,TNXB;FGF7;CRISPLD2;ADAMTS15;FST;CCDC80;FGF10;LRP1;SLIT3;ADAMTS1;LPL;SMOC2;PCOLCE;HPSE2;FBN1;PTPRS;PRELP;CD34;TGFBR3;FGFR1;THBS2;CCN5;CTSG;PTGES;THBS1;ECM2;SLIT2;RSPO3;SELP;ELANE;CFH;SEMA5A;CCL8;FSTL1;PCCA;ACACB;HBEGF;CLEC3B;RSPO1;CXCL8;PTN;TENM1;CCN1;ECI2;FBLN7,1,GO_MF
prerank,GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,-0.6563454962394795,-1.5947777637659006,0.0,0.2863215646856808,0.89,6/33,6.29%,LTF;CSTB;WFDC2;PTTG1;CAST;CST6,1,GO_MF
prerank,GOMF_HYALURONIC_ACID_BINDING,0.8295594816785646,1.5933914817497616,0.0131578947368421,0.1669262111955122,0.97,7/24,9.83%,STAB1;LYVE1;TNFAIP6;VCAN;HAPLN4;STAB2;IMPG1,1,GO_MF
prerank,GOMF_C_ACYLTRANSFERASE_ACTIVITY,-0.6725618280502376,-1.5910920167905251,0.0909090909090909,0.273033914194864,0.9,3/19,5.90%,SPTSSA;SCP2;ACAT2,1,GO_MF
prerank,GOMF_CYTOKINE_BINDING,0.7035386260054222,1.5867900865447666,0.0,0.1768618331592534,0.99,29/139,7.64%,CD36;ZFP36;CHRDL1;LEPR;ACKR1;TGFBR3;TGFBR2;CHRD;TNFRSF1A;NBL1;THBS1;LRRC32;ELANE;LTBP4;GHR;PDPN;ACKR3;LTBP3;CNTFR;CSF1R;IL1RL1;ENG;ACVRL1;TGFB3;IL1R1;ITGA4;GREM2;LIFR;KIT,1,GO_MF
prerank,GOMF_R_SMAD_BINDING,0.8128939845480126,1.583933236642666,0.0125,0.1750191532705976,0.99,4/27,1.25%,FOS;PPARG;SMAD3;ZEB2,1,GO_MF
prerank,GOMF_PROTEIN_LIPID_COMPLEX_BINDING,0.7980993599383583,1.5803014610835342,0.0128205128205128,0.1789333715276702,0.99,13/30,9.39%,PLTP;CD36;STAB1;COLEC12;LPL;THBS1;LDLR;ABCA1;SCARF1;APOE;GPIHBP1;STAB2;PCSK9,1,GO_MF
prerank,GOMF_GROWTH_FACTOR_RECEPTOR_BINDING,0.6936506389999981,1.5778131166843343,0.0113636363636363,0.1767966306401164,0.99,25/137,10.29%,FGF7;FGF10;VEGFD;PDGFD;CDH5;FLRT2;IL6;FGF18;PDGFRB;EFEMP1;HBEGF;PDGFRA;EREG;CSF3;FYN;TNK2;FRS2;IL1R1;ITGA5;FGF23;ECM1;ERBB4;VEGFB;IL7;IL1B,1,GO_MF
prerank,GOMF_OXYGEN_BINDING,0.8155094400301058,1.5739222316428596,0.027027027027027,0.1768931805242232,0.99,8/25,7.78%,HBA2;HBB;CYGB;CYP2E1;CYP19A1;CYP3A5;CYP17A1;ALB,1,GO_MF
prerank,GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY,0.8171101232342963,1.5735368611180718,0.0579710144927536,0.1726659303073784,0.99,4/16,9.82%,PLA2G2A;PLA2G5;PLA2G4B;PLA2G4A,1,GO_MF
prerank,GOMF_CAMP_BINDING,0.8106048087207981,1.5726904828815589,0.0131578947368421,0.168420435592403,0.99,9/21,10.25%,RAPGEF3;PDE4D;POPDC2;PDE4B;RAPGEF2;PRKAR1A;PRKAR1B;PDE10A;HCN4,1,GO_MF
prerank,GOMF_NUCLEOCYTOPLASMIC_CARRIER_ACTIVITY,-0.6276979968977705,-1.5675309916650024,0.0416666666666666,0.3153931757399529,0.94,12/30,14.05%,XPO6;RANBP17;TNPO3;KPNA4;KPNA2;XPO5;XPO1;KPNA3;KPNA6;CSE1L;RANBP6;CALR,1,GO_MF
prerank,GOMF_NOTCH_BINDING,0.8348458722792104,1.5655140268979113,0.0434782608695652,0.1786886278764553,1.0,7/23,8.61%,SNED1;DTX1;ATRNL1;DLL4;NCOR2;DLL1;KCTD10,1,GO_MF
prerank,GOMF_OPSONIN_BINDING,0.8843217017123688,1.5598367019018031,0.0,0.1933526369576662,1.0,5/17,2.53%,CR1;VSIG4;CD93;CFH;PTX3,1,GO_MF
prerank,GOMF_CYCLIC_NUCLEOTIDE_BINDING,0.7644027073856439,1.558032351601825,0.0256410256410256,0.1908751165060473,1.0,13/32,15.49%,RAPGEF3;PDE4D;POPDC2;PDE4B;PDE5A;RAPGEF2;PRKAR1A;PRKAR1B;PDE10A;HCN4;PRKG1;PRKG2;PDE2A,1,GO_MF
prerank,GOMF_PHOSPHATIDIC_ACID_BINDING,0.8076271777383214,1.5520561205493777,0.0,0.2017202935802546,1.0,3/25,2.29%,PLTP;CIDEC;CIDEA,1,GO_MF
prerank,GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE,-0.7079740237628633,-1.5494903460475884,0.0,0.3331741843615194,0.94,10/29,12.86%,HSP90AA1;CCT3;CLPX;HSP90AB1;HSPA8;CCT4;TRAP1;CCT8;HSP90B1;HSPH1,1,GO_MF
prerank,GOMF_INTEGRIN_BINDING,0.6731558789048375,1.5436859974032855,0.0104166666666666,0.2200585020875504,1.0,32/157,8.32%,TNXB;CXCL12;FBLN1;IGF1;EMILIN1;FBN1;S1PR2;CCN5;THBS1;LAMB1;VWF;ECM2;PLPP3;SELP;LTBP4;TSPAN4;SVEP1;NISCH;SFRP2;VCAM1;JAM2;S1PR3;PTN;CCN1;PTPN2;ITGA9;ADAMTS5;ITGA4;ITGA5;JAM3;ICAM2;DST,1,GO_MF
prerank,GOMF_LONG_CHAIN_FATTY_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.8356356731057833,1.5432690745834456,0.0149253731343283,0.214377253177447,1.0,3/16,3.80%,FABP4;CD36;SLC27A1,1,GO_MF
prerank,GOMF_MRNA_3_UTR_AU_RICH_REGION_BINDING,0.7799107962345058,1.5392600906838705,0.0,0.2182421461973039,1.0,3/29,2.85%,ZFP36;RBMS3;ARID5A,1,GO_MF
prerank,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING,0.869679969861238,1.5375854302497696,0.0,0.2149192757527897,1.0,11/24,6.66%,CD36;CHRDL1;TGFBR3;TGFBR2;THBS1;LRRC32;LTBP4;LTBP3;ENG;ACVRL1;TGFB3,1,GO_MF
prerank,GOMF_FATTY_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.826421542118999,1.5357246768825508,0.015625,0.2134721665395847,1.0,3/19,3.80%,FABP4;CD36;SLC27A1,1,GO_MF
prerank,GOMF_CHOLESTEROL_TRANSFER_ACTIVITY,0.8181288982912639,1.5356351746988488,0.0273972602739726,0.2078544779464377,1.0,5/25,8.11%,PLTP;ABCA1;GRAMD1A;STARD3;APOE,1,GO_MF
prerank,GOMF_NUCLEOSOMAL_DNA_BINDING,-0.6981695217581304,-1.535612970609857,0.037037037037037,0.3602682497801231,0.97,10/24,13.06%,ACTB;RCC1;ACTL6A;SMARCC1;HMGN1;HDAC2;HMGN3;HDAC1;SMARCD2;SMARCB1,1,GO_MF
prerank,GOMF_METALLOCARBOXYPEPTIDASE_ACTIVITY,0.7777359588532218,1.533669843270125,0.0,0.2082718928589294,1.0,7/31,9.47%,CPXM1;CPE;AEBP1;VASH2;CPXM2;CPA3;NAALAD2,1,GO_MF
prerank,GOMF_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,-0.635125670454082,-1.5321400246747858,0.0769230769230769,0.3499331130869234,0.99,8/23,8.27%,ATP6V1C1;ATP5F1B;ATP6V1G1;ATP6V0C;ATP6V0E1;ATP6V1A;ATP6V1D;ATP6V0B,1,GO_MF
prerank,GOMF_HORMONE_BINDING,0.6908954685128174,1.5313886849860254,0.0,0.2091167043448639,1.0,28/91,15.37%,LEPR;NPR1;EDNRB;ALDH1A1;SLC40A1;ADRA2A;GHR;ADCYAP1R1;PTH1R;RAMP2;CALCRL;EGFR;TTR;MC3R;VIPR2;ECE1;AVPR1A;GALR1;RAMP1;PDE3A;HCRTR2;ALDH1A3;ATP1A3;MC1R;ADRA2C;GALR2;NR3C1;MCHR1,1,GO_MF
prerank,GOMF_GROWTH_FACTOR_BINDING,0.7195680292897628,1.5289373210954298,0.0,0.2114509744087871,1.0,38/132,10.32%,IGFBP4;CD36;CHRDL1;DUSP1;HTRA1;TGFBR3;TGFBR2;FGFR1;IGFBP6;PDGFRB;THBS1;LRRC32;LTBP4;NKD2;ACVR1C;GHR;NTRK1;NGFR;LTBP3;CNTFR;CSF1R;PDGFRA;EGFR;ENG;CCN1;ACVRL1;TGFB3;IL1R1;LIFR;FLT4;KIT;IGFBP2;BMPR2;NRP1;COL1A2;COL6A1;ACVR2A;COL1A1,1,GO_MF
prerank,GOMF_POLYSACCHARIDE_BINDING,0.8527967112843827,1.5274989883080488,0.0136986301369863,0.2096183368209629,1.0,5/23,4.78%,ENPP2;CLEC4G;PTX3;PRG4;GPCPD1,1,GO_MF
prerank,GOMF_STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON,-0.5252613552015154,-1.5207710514971906,0.0,0.3612542055813823,0.99,31/102,8.24%,DSP;KRT6B;KRT5;PLS3;KRT16;TPM1;AGRN;KRT15;KRT19;ACTB;TUBA1C;LMNB1;ARPC5;PLS1;NEFH;SYNM;ACTR2;ACTG1;TUBA1B;MYL9;ARPC1B;CCDC6;ACTR3;TUBA4A;MSN;DES;CD2AP;EPB41;ANK3;SPTBN2;ACTA1,1,GO_MF
prerank,GOMF_LIPID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.728087936652087,1.5182734679806245,0.0,0.2316395309226489,1.0,5/53,5.63%,FABP4;CD36;RBP4;SLC27A1;SLCO1C1,1,GO_MF
prerank,GOMF_OUTWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY,0.7966280785722689,1.5179239571346557,0.0277777777777777,0.2269862697458622,1.0,10/23,13.29%,KCNIP2;PKD2;KCND2;KCNT1;KCND3;KCND1;KCNT2;KCNK2;KCNK16;KCNK4,1,GO_MF
prerank,GOMF_ALKALI_METAL_ION_BINDING,-0.7512614216356481,-1.5160988203484,0.0,0.3586803420159898,1.0,3/19,1.74%,SLC34A2;PDXK;PKM,1,GO_MF
prerank,GOMF_3_5_DNA_HELICASE_ACTIVITY,-0.7634618333258496,-1.5145666685172816,0.0666666666666666,0.3457155421535369,1.0,4/15,3.88%,RECQL4;MCM2;MCM5;MCM6,1,GO_MF
prerank,GOMF_XENOBIOTIC_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.7757730726445429,1.5139324674149974,0.0253164556962025,0.2336966956737171,1.0,2/31,0.26%,ABCB5;ABCA8,1,GO_MF
prerank,GOMF_D_MANNOSE_BINDING,0.8234251245837868,1.508934016501875,0.0147058823529411,0.2426490487994366,1.0,4/23,4.77%,CD209;MRC1;CLEC4G;CLEC10A,1,GO_MF
prerank,GOMF_CARBOXYPEPTIDASE_ACTIVITY,0.744649610239156,1.508718556035892,0.0,0.2378678071816335,1.0,8/44,9.47%,CPXM1;CPE;CPVL;AEBP1;VASH2;CPXM2;CPA3;NAALAD2,1,GO_MF
prerank,GOMF_DNA_REPLICATION_ORIGIN_BINDING,-0.692805937264782,-1.5076423574388358,0.073170731707317,0.3454789127612346,1.0,6/16,11.66%,MCM2;MCM5;ORC1;MCM10;CDC45;CDC6,1,GO_MF
prerank,GOMF_IMMUNE_RECEPTOR_ACTIVITY,0.6723618698814331,1.5043740454904146,0.0108695652173913,0.2463602474373664,1.0,45/132,18.49%,LILRB5;LEPR;CR1;FCGR2A;LILRB2;GHR;FPR1;C5AR1;FCER1A;ACKR3;CNTFR;IL1RL1;C5AR2;FCAR;CD200R1;IL1R1;PIGR;LIFR;LILRA6;LILRA5;IL4R;GPR17;LILRB1;CR2;ACKR2;IL3RA;GFRA2;CCR2;CCR1;FZD4;GFRA1;CSF2RB;IL17RA;CCR10;CCRL2;CD160;FLT3;IL2RA;IL17RD;FCGR2B;IL11RA;FPR2;IL12RB2;CSF3R;CMKLR1,1,GO_MF
prerank,GOMF_C_C_CHEMOKINE_BINDING,0.7786313198385766,1.503978387817319,0.0352941176470588,0.2424302848016664,1.0,3/24,3.96%,ZFP36;ACKR1;ACKR3,1,GO_MF
prerank,GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY,-0.6393396651822656,-1.4949892157290834,0.0,0.3659150875509714,1.0,16/40,15.28%,UBE2H;UBE2C;UBE2T;UBE2Q1;UBE2I;UBE2E1;ATG3;UBE2R2;UBE2D2;UBE2G1;UBE2L6;UBE2J1;UBE2K;UBE2L3;UBE2J2;UFC1,1,GO_MF
prerank,GOMF_TRANSCRIPTION_COREGULATOR_BINDING,0.6675344967288255,1.4900444663588168,0.0104166666666666,0.2802567278808336,1.0,25/122,7.56%,NR4A3;FOS;PPARG;JUND;SMAD3;BCL6;PER1;NR5A2;EPAS1;KLF4;TWIST1;GATA6;MYC;RARA;STAT6;FOXP2;ZBTB16;HAND2;TCF7L2;LMO2;RUNX1;CDK9;ATF7;ZBTB7A;PHF12,1,GO_MF
prerank,GOMF_STRUCTURAL_CONSTITUENT_OF_SYNAPSE,-0.6138579834967772,-1.4895630878520647,0.04,0.3635862053895781,1.0,7/24,9.29%,PLS3;ACTB;ACTN1;NEFH;ACTG1;SPTBN2;PCLO,1,GO_MF
prerank,GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA,-0.5187350472219887,-1.4841398913806003,0.0,0.3602682497801231,1.0,35/108,14.89%,TOP2A;RECQL4;MCM2;MCM4;RFC4;SMARCA5;MCM5;DSCC1;TOP2B;MCM6;MSH6;ATAD5;HLTF;DDX1;XRCC2;RAD54L;MCM3;WRNIP1;MSH2;SMARCA2;CHD6;RAD51;RSF1;XRCC6;TP53;BRIP1;MCM7;POLQ;DNA2;NAV2;RFC2;SETX;RUVBL1;PIF1;ERCC6L,1,GO_MF
prerank,GOMF_ALPHA_ACTININ_BINDING,0.7674417995544893,1.4807895672702414,0.0617283950617283,0.3023607014884861,1.0,8/27,6.77%,PPARG;SYNPO2;CACNA1D;TTN;RARA;PKD2;PDLIM4;CACNA1C,1,GO_MF
prerank,GOMF_COMPLEMENT_BINDING,0.8106988237368733,1.4798760799451371,0.0,0.2991322302237108,1.0,5/20,2.53%,CR1;VSIG4;CD93;CFH;PTX3,1,GO_MF
prerank,GOMF_PEPTIDE_RECEPTOR_ACTIVITY,0.6596658318051981,1.479757276072075,0.0108695652173913,0.2941648557954404,1.0,33/117,18.12%,NPR1;EDNRB;GAL;S1PR2;FPR1;ADCYAP1R1;PTH1R;RAMP2;CALCRL;BDKRB1;BDKRB2;F2RL2;MC3R;VIPR2;SORCS1;NPFFR2;AGTR1;AVPR1A;GALR1;RAMP1;HCRTR2;RAMP3;MC1R;OPRD1;SORCS3;GALR2;MCHR1;AGTR2;MC4R;NPBWR1;F2R;FPR2;TACR1,1,GO_MF
prerank,GOMF_HISTONE_ACETYLTRANSFERASE_BINDING,0.7741259951599341,1.4788524950599204,0.0142857142857142,0.2908756825947374,1.0,4/26,7.18%,EGR1;NR4A3;GLI3;ZBTB7A,1,GO_MF
prerank,GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_REGULATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.7722941310737763,1.4747726014519744,0.025,0.2976494998606423,1.0,5/28,7.22%,TNFSF14;NOD1;NLRP1;NGF;GAS6,1,GO_MF
prerank,GOMF_DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY,0.6450717082826763,1.474221239971773,0.0,0.2937751894601326,1.0,62/273,13.08%,NR2F1;NFIL3;PPARG;NFATC4;SMAD3;PRDM5;ZEB2;PLAGL1;BCL6;ZBTB20;TBX15;HIC1;CREM;POU6F1;SAMD11;TBX2;TWIST1;PRRX1;NR2F2;ZEB1;MYC;RARA;FOXP2;ERF;ZBTB16;TCF7L2;JDP2;ETS2;AEBP1;PRDM2;PURA;FOXP1;DACH1;ZNF219;MXD1;IRF3;SKI;ATF7;ZBTB7A;GSC;BACH1;MSX1;ATF3;ZNF536;BATF3;ZNF175;ZBTB21;CREB3L1;NACC2;SOX13;SNAI3;MNX1;ZBTB39;PITX2;TCF3;VAX2;PROX1;ZBTB17;GZF1;ZNF668;SP5;MZF1,1,GO_MF
prerank,GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY,0.6725802869435462,1.468690681961259,0.0219780219780219,0.302934335622277,1.0,26/99,9.92%,IGF1;ROR2;PDGFRL;TGFBR3;TGFBR2;FGFR1;PDGFRB;TEK;LTBP4;ACVR1C;EFEMP1;NTRK1;AXL;HBEGF;CSF1R;PDGFRA;EGFR;EREG;ACVRL1;NGF;FLT4;KIT;BMPR2;ERBB4;NRP1;ACVR2A,1,GO_MF
prerank,GOMF_HORMONE_ACTIVITY,0.6626855395804606,1.4657385422451503,0.034090909090909,0.3054400767161556,1.0,15/117,6.92%,IGF1;GAL;FBN1;ADIPOQ;METRNL;GDF15;NPPC;NPPA;THPO;GNRH2;BGLAP;ADCYAP1;GCG;TTR;UCN,1,GO_MF
prerank,GOMF_CLATHRIN_BINDING,0.6655232397271726,1.465145590955261,0.037037037037037,0.3020865865442908,1.0,5/47,6.99%,LRP1;LRRK2;LDLR;BIN1;EPN1,1,GO_MF
prerank,GOMF_DYNEIN_COMPLEX_BINDING,-0.6066469610980867,-1.462267259158534,0.0909090909090909,0.4134388742304309,1.0,4/22,4.07%,GPSM2;SMC3;NEFH;CENPF,1,GO_MF
